Gene_name,Control1,Control2,Control3,Treat1,Treat2,Treat3
CALR,0.000000,0.001097,0.012177,0.031404,0.003290,0.008179
RAD23A,5.037448,4.987804,4.419435,4.409778,3.997485,5.349272
GADD45GIP1,14.201100,15.043656,11.870708,13.931256,12.305965,13.747931
C19orf53,0.315601,0.055817,0.077314,0.033066,0.037926,0.036902
IL27RA,2.573415,2.913368,2.615569,2.503397,2.367265,2.634300
TECR,7.103157,8.702904,2.713246,6.238947,8.103550,10.269748
NDUFB7,1.538529,1.039066,0.840465,0.944612,0.835471,0.988888
RASAL3,3.797826,2.907626,2.667808,1.795277,1.930880,2.528927
SMIM7,4.966079,3.651342,2.114156,2.056567,2.237547,2.495210
BABAM1,17.709702,16.305864,18.291250,15.985511,13.563308,17.104095
MRPL34,8.352119,10.504394,8.815103,11.044554,9.586332,11.118799
BST2,29.869160,22.129303,8.909402,21.357719,23.573193,22.725025
RPL18A,0.014601,0.009106,0.037712,0.025376,0.038133,0.020042
LSM4,28.775995,23.370979,14.918081,23.266964,19.157804,24.104275
SSBP4,4.226951,3.135640,2.151443,2.324651,2.125285,2.145249
NDUFA13,13.986883,11.553068,6.493559,11.158110,11.618749,12.250600
UQCRFS1,18.843227,13.422914,12.186078,14.885256,13.744142,19.868093
URI1,0.002192,0.007700,0.011032,0.000000,0.011731,0.000000
PDCD5,3.693150,5.026258,4.574371,4.862287,5.940045,5.105998
FXYD5,10.914223,10.170773,7.459136,11.487649,11.758946,11.227221
TMEM147,10.889566,16.164314,11.190333,12.389450,12.298979,13.113179
HCST,45.832699,38.005196,19.930328,36.811295,37.639507,37.695827
TYROBP,23.381996,19.807354,11.379735,14.420540,10.833823,18.459959
POLR2I,5.853287,8.956461,12.132859,7.264712,7.082067,7.448774
TBCB,4.952087,7.315991,7.994238,7.023615,5.848703,5.992693
MRPS12,39.244816,33.023956,15.302481,27.001740,28.661238,26.334969
RPS16,1.909129,1.993681,2.342165,1.847894,1.264920,1.694082
FBL,8.974707,8.264647,8.222504,7.216278,7.924159,9.262615
RPS19,9.743214,10.274999,13.801568,12.329652,11.144687,11.533345
ARHGEF1,104.657883,93.448456,112.582298,88.371017,94.797295,95.854561
ZNF428,0.105257,0.100725,0.128762,0.155256,0.102371,0.232755
TRAPPC6A,16.523212,15.026921,13.930824,12.422952,11.930165,16.386250
SNRPD2,3.499037,3.833657,4.400113,3.775690,3.294376,3.714028
TMEM160,58.107319,46.504120,41.794582,46.720814,48.893265,47.393990
GLTSCR2,0.712796,0.308644,0.280485,0.649098,0.806965,0.341497
SEPW1,0.293876,0.380013,0.236166,0.505275,0.284518,0.441483
RPL18,16.491610,28.425644,22.430464,32.191345,28.320389,31.606838
DBP,18.256399,15.630217,16.604174,15.796815,13.263498,17.900389
FTL,3.131702,2.218903,1.499613,1.932221,2.019264,2.062301
PIH1D1,2.753322,2.699140,3.057109,2.495736,2.817732,4.396431
FLT3LG,6.132245,5.393440,4.298631,6.574976,5.614440,5.534425
RPL13A,0.031297,0.116561,0.000000,0.035874,0.046919,0.057028
RPS11,0.605582,1.076854,0.546428,0.709659,1.207259,1.059549
NOSIP,6.201165,11.571599,8.385294,12.343344,10.757640,11.763077
IRF3,42.376328,35.445557,27.223286,28.048695,28.298424,33.238056
PRMT1,0.747947,1.183820,0.512892,1.799822,0.876343,1.649849
EMC10,24.067772,23.940706,17.416048,26.109810,27.414246,27.162863
ETFB,11.712886,8.836635,5.273959,7.582524,12.229243,8.031993
NKG7,11.390991,12.093524,11.492450,14.114214,9.659267,10.664441
PPP2R1A,8.349713,8.086663,4.348451,6.964827,5.794936,6.173768
TMEM238,0.396084,0.742707,0.632194,0.825522,0.676843,0.691329
RPL28,38.679230,9.271653,8.001569,28.814226,37.899513,8.378124
RPS5,1.605181,1.858914,0.626775,1.633846,1.427005,1.963176
TRIM28,38.711647,35.720650,18.984251,29.339266,32.676128,30.063768
RPS4Y1,0.091009,0.045570,0.057610,0.020619,0.020088,0.016514
RANBP1,5.742932,6.647287,4.932446,7.247951,6.649943,7.428577
DGCR6L,164.757126,103.693710,44.432339,91.487862,101.999878,86.256897
SDF2L1,0.141608,0.076191,0.032797,0.059478,0.066160,0.044010
CHCHD10,7.951871,7.488283,8.877163,7.164149,6.830309,6.514438
MIF,1.965439,1.586868,0.056427,1.418822,1.407904,0.912683
DDT,6.180897,6.343596,3.347130,6.755978,5.793121,4.859811
SNRPD3,9.770516,10.027696,11.980990,11.417397,12.711183,10.989488
EIF3D,7.854433,10.011300,21.153545,8.064205,9.096087,14.051358
MFNG,53.522957,41.036697,39.401405,38.937984,36.938412,39.704227
LGALS1,35.567665,31.755432,17.864159,32.461918,35.007725,34.971840
ST13,3.132500,5.803631,7.891920,5.296714,5.650259,6.692297
RBX1,5.435768,3.843192,2.822678,2.998033,3.686901,4.671921
XRCC6,9.483211,10.282272,8.992969,10.192573,10.704928,10.422878
SNU13,0.226836,0.193003,0.075004,0.159085,0.165873,0.113024
SMDT1,5.824788,5.954625,4.683167,4.927126,5.439663,5.235008
NDUFA6,0.320047,0.389726,0.246043,0.333715,0.253929,0.436509
FAM118A,1.703308,2.015710,0.870153,1.742244,1.608885,1.606947
ATXN10,0.020141,0.091456,0.032079,0.023420,0.080413,0.015140
ATP5J,6.882230,5.848566,3.010860,4.126891,4.421532,5.278289
CCT8,25.159203,16.915295,6.687031,12.620221,13.465841,14.180090
SOD1,18.931545,14.478754,10.574291,13.626788,13.556425,14.765464
ATP5O,0.909968,1.290836,1.144086,1.417061,1.080877,1.467399
TTC3,16.133268,16.091169,15.807260,17.902044,16.963976,17.199596
HMGN1,16.559111,17.474813,10.989382,15.916669,14.039505,17.203253
UBE2G2,1.278912,1.541143,1.226579,1.500201,0.991656,1.090484
SUMO3,4.128659,3.897763,2.329112,3.716790,3.510153,3.665183
PRMT2,140.856445,73.885612,30.414724,60.136139,50.173523,43.667549
MT-CO1,10.552061,12.257380,19.234970,11.524549,10.434017,11.009866
MT-CO2,1787.655884,1595.450806,856.140320,1343.068970,1624.612671,1107.287109
MT-ATP6,13.143231,11.972735,11.354359,13.335820,14.506297,12.160242
MT-CO3,0.240890,0.200590,0.181165,0.136349,0.101235,0.279349
MT-ND6,2.812975,3.044174,2.662655,2.860703,2.251330,2.563557
MT-CYB,7.092212,7.138183,4.221714,7.517829,7.158225,8.196401
XIST,43.809067,44.911938,30.616663,46.463577,43.849514,46.263836
SDHD,33.030067,23.839100,15.995106,23.869965,25.090206,24.696259
PSMD7,57.843277,26.488827,25.641603,40.054707,42.475235,31.024441
PDAP1,6.614930,7.423130,7.385648,6.943091,5.764609,7.505052
RALY,620.582764,419.812439,101.186653,272.451843,304.874176,293.842682
ST3GAL1,14.411942,9.630586,2.956416,10.220763,10.255312,8.870182
GLG1,1.420568,3.477643,11.396990,15.143985,13.557488,10.778375
THOC2,15.198603,13.303013,9.251401,12.528414,7.756258,14.260768
HECTD1,7.499443,6.498689,3.435397,5.837442,5.758651,6.666263
ORAI1,0.736942,0.775554,0.283290,0.512949,0.629020,0.512457
PTPN7,0.975742,0.654389,0.154348,0.326467,0.156971,0.149754
CTDNEP1,0.443005,0.166623,0.029049,0.303544,0.279105,0.061513
GOLGA4,0.357473,0.283910,0.255775,0.305805,0.189188,0.256742
THOC7,0.947373,1.782402,0.516553,1.527531,1.231179,1.344749
DDX46,6.895619,8.628759,6.650284,6.961430,6.931931,6.486915
TMEM219,0.022591,0.074947,0.097889,0.072430,0.055446,0.013236
SRP19,0.031572,0.033487,0.076058,0.042104,0.034632,0.086560
FOXP1,95.609467,92.106354,76.764488,102.512512,91.007118,97.467079
BCAS2,7.548611,10.592552,9.340172,11.293463,8.864446,9.304938
C15orf40,1.879159,2.185591,4.065709,1.946857,1.950313,2.261286
SKP1,17.394106,17.117683,15.033892,21.651836,19.909399,19.155098
TMEM259,14.467240,13.263283,6.255928,12.086580,13.424724,11.760894
FAM50A,51.406105,39.731548,22.778475,37.633926,37.560459,42.369591
CWC15,17.871117,14.916276,10.391186,10.793083,10.578593,15.028493
PLP2,132.066727,101.220238,62.016171,76.747017,87.321587,79.323517
SMARCC2,9.534722,9.353068,6.969217,7.693158,7.122053,11.730611
REST,312.616119,136.864426,106.062782,187.383911,226.422455,211.553024
MPHOSPH8,11.210422,11.887995,3.719483,10.390911,10.510833,9.633321
S100A6,1.008081,0.908101,0.937254,1.148730,1.041306,1.118604
MT-ND5,0.147095,0.109083,0.074070,0.122353,0.051706,0.104504
UBE2L3,0.595949,0.494259,0.404829,1.241924,0.775785,0.277247
TLK1,8.632948,6.960683,2.890574,6.277822,6.703967,8.106134
SRSF6,73.339973,54.926964,10.730341,24.718513,32.216908,27.935877
DUSP1,0.325920,1.246598,0.725312,0.215931,0.127460,1.527752
BBX,9.389266,5.309516,5.885987,12.529994,4.024604,7.076836
ARFGAP2,69.818565,59.084957,46.864517,56.766361,56.430687,59.990612
SAMHD1,12.279405,9.846974,9.398063,8.453119,7.823826,8.601225
HNRNPA2B1,0.827797,0.650714,0.836406,0.777341,0.781911,0.992828
ZFP36L2,20.384552,18.993799,8.006115,9.597250,12.064227,9.476455
GHITM,13.397738,10.653542,3.634299,9.208563,10.286857,7.568761
MED4,5.305243,4.335131,2.436478,3.820009,5.009834,4.892566
CCZ1,5.099185,2.553401,1.945638,1.477260,1.523278,2.034496
ADRM1,0.475409,0.386630,0.296152,0.572803,0.290097,0.563953
CEBPB,17.142374,14.104869,7.419893,8.750569,9.537746,16.647673
MYCBP2,20.103146,16.786751,8.030937,15.682364,19.473043,18.311399
FAM107B,26.415346,24.178232,12.188257,18.376852,17.470905,20.853292
ZFP36L1,11.394786,11.631522,11.557026,11.889923,12.674649,10.966731
PITPNC1,5.368300,5.286068,6.568805,5.572308,3.873834,6.536138
CCT5,9.058641,9.557237,5.672494,6.223514,5.691487,8.707837
MFF,9.484255,7.916193,2.490850,4.344336,3.836305,4.800569
TERF2IP,8.396976,8.980834,7.438912,8.822747,7.175825,9.423547
N4BP2L2,2.255712,0.538363,0.652445,1.286954,1.672937,0.315803
RPS9,0.000000,0.000000,0.000000,0.025348,0.010085,0.000000
ARHGDIA,4.623142,5.427879,3.438566,5.402978,4.728124,5.971494
GGA1,5.357715,8.379890,7.384933,7.392547,5.340730,9.459486
DRAP1,9.335936,10.447912,7.506224,7.423030,6.223618,11.842961
SEC61B,7.214014,6.725674,8.527099,7.609965,6.534099,7.714406
CH17-189H20.1,31.843758,32.392220,18.618671,25.890400,22.760832,27.874437
KHDRBS1,11.224574,11.588301,3.771033,6.277332,6.296471,7.493646
BAX,19.150024,11.506093,4.794929,6.284568,5.632276,8.047800
HMGN2,0.059682,0.012438,0.020951,0.010011,0.035600,0.019255
TAF15,2.945926,3.634681,3.784506,3.429479,2.620422,3.605683
SUPT16H,1.310796,1.619722,4.071585,1.799538,1.506860,2.477622
ANAPC11,0.053305,0.064667,0.000000,0.068157,0.036872,0.051146
HSPA5,40.851952,26.884592,7.618738,26.146336,24.897833,23.494776
IRF2BP2,16.737392,16.172844,12.532415,15.120262,15.347123,14.303411
SCAMP2,5.509324,5.595263,3.997061,4.024055,4.171697,3.252308
NAA10,0.834255,1.081193,0.374181,0.903920,1.517577,1.332978
IL16,4.710898,5.434028,3.800058,5.666767,4.717289,5.425879
PPP1CC,5.850977,1.301943,0.748904,3.560408,1.262574,1.394581
TMEM258,53.364510,46.822529,54.003151,55.730824,41.976276,60.050175
SPSB3,14.457156,15.919431,19.847502,12.716303,15.319059,16.476057
DCTN3,14.584422,14.337500,10.213511,12.637349,10.972827,13.417449
APH1A,28.698553,37.348637,19.251184,36.600132,34.302715,35.465996
SARAF,2.243546,1.733471,1.478857,1.841105,1.884699,1.602595
ENSA,116.473793,102.205528,79.353546,100.085579,101.867393,93.774033
UBTF,5.636034,5.356061,6.168842,6.052600,5.912814,7.577703
LINC00969,0.088028,0.116892,0.155564,0.123116,0.121974,0.240541
PPP2R5C,8.554189,5.302202,1.850252,4.646794,4.657173,5.650955
ANXA5,28.986811,21.215460,16.629105,20.900997,26.216124,17.967501
SNF8,1.602273,1.097604,1.494494,0.960511,1.473466,1.195266
ATP5L,0.017345,0.030906,0.009485,0.025632,0.043356,0.022686
TBCC,34.041496,29.225546,11.890738,25.628168,27.845800,25.787502
SUB1,4.377408,3.916107,2.059891,3.752540,3.410237,3.478593
GSDMD,3.251414,3.058585,3.405785,2.700177,3.273149,2.561131
LIMD2,30.707142,29.197416,31.109188,32.850517,30.653070,33.304825
AIF1,19.938591,18.107971,25.444971,18.911480,16.345604,19.659428
LRPAP1,2.858166,3.455166,3.316897,3.323850,2.661093,2.583752
FAM89B,0.724696,0.903757,0.853304,0.876772,0.845465,0.688665
SEC11A,3.950056,2.055151,0.299781,1.637122,1.448325,0.924569
UTRN,6.593053,5.173699,6.193241,5.053963,4.672792,10.331183
PIM2,1.829160,1.896839,1.126562,2.018531,1.947296,1.722522
ANP32A,3.884068,4.563538,4.548103,4.805742,3.052857,5.263581
C19orf43,14.048264,13.140921,12.110650,14.560473,13.371958,13.235469
NUCB1,4.743505,4.932218,2.193413,5.369253,4.932038,5.453650
PABPN1,9.231585,8.876678,6.870117,7.007513,7.485258,8.762731
SERINC5,14.616716,15.318501,13.973932,16.208128,11.866887,15.712533
SAP18,12.068069,16.311008,7.780808,17.690855,11.134801,17.111403
THUMPD1,7.004889,5.440514,3.096886,4.008214,4.217684,5.455517
MYL12A,111.702942,93.976761,77.930550,94.683144,86.353859,97.998680
SNRNP200,38.883316,30.906689,16.611166,38.107635,35.121086,43.226513
RNF149,0.641239,1.496427,0.235144,1.582563,1.088616,0.703742
PDCD4,38.147430,32.602203,30.558142,34.010563,29.230700,36.136539
LSM3,6.596663,5.564226,3.632193,6.753097,4.638604,6.900072
MRPS6,5.903900,6.336642,3.552843,5.169334,4.712172,5.947189
UBE2D2,0.817314,0.763378,0.392312,0.631415,0.584283,0.572210
POLR2B,1.677417,2.125822,1.173718,1.861317,1.716241,2.140456
TSR3,4.946092,2.209587,0.309566,1.458184,2.311530,2.172933
ADD3,0.525796,0.578406,0.333730,0.829779,0.918932,1.111019
UPP1,24.206293,26.726349,12.047386,22.269238,20.232315,20.883556
CXCL8,10.598313,10.329065,6.245384,9.712513,8.573483,9.778769
EMC6,8.033647,6.180457,2.383741,6.640899,4.832243,6.616805
CFDP1,93.323669,65.385796,23.291374,39.826283,44.731964,46.797039
RPS19BP1,8.490094,7.222370,5.367745,7.387200,6.752448,9.135078
PNRC2,0.543689,0.673852,0.425603,0.527104,0.160638,0.259947
KLF2,7.170002,4.925653,10.206159,13.343421,4.173484,8.592745
EML4,0.000000,0.012100,0.000000,0.000384,0.008674,0.000000
NEMF,3.816365,1.729072,1.024955,2.132213,3.277220,1.393009
SERPINA1,2.166447,1.285466,0.936598,0.829601,1.082729,1.385515
MT-ND4,14.623197,16.516399,15.682402,13.901492,7.654801,13.889556
C1orf43,14.651783,14.013716,12.082115,12.936825,13.520933,14.010295
KLF13,3.889774,4.615112,7.123571,5.525189,4.908311,5.429233
OAZ1,9.071111,10.432812,5.381390,8.709437,9.047251,7.649027
YWHAE,0.246001,0.181547,0.152824,0.126585,0.125718,0.155202
FXR1,0.974495,0.580398,0.727749,0.533589,0.625831,0.945906
TMEM208,11.341126,18.464550,7.358205,19.051445,16.113813,16.521744
RHEB,5.406622,5.424088,3.551327,5.186354,5.427588,5.010617
COPS5,10.566479,8.853991,9.573250,7.069893,5.576387,8.643806
LYN,5.029696,5.502734,8.407737,7.462121,5.327173,7.099815
UBA52,1.690952,2.062913,2.725618,2.016256,1.988667,2.315530
PRRC2C,2.525249,3.348680,3.861381,4.220280,2.976002,2.895033
ZFAS1,23.403648,19.339289,24.262943,19.894535,16.234535,17.033806
ARL6IP1,10.886573,13.353046,8.088454,12.374775,12.755563,12.851526
FOS,20.816589,18.345749,12.425165,14.940757,12.494462,16.399534
SDCBP,19.412664,24.792295,22.659670,23.752022,22.542250,21.587234
C5orf56,2.419142,2.847847,10.151604,6.679550,5.880963,4.939262
GBP4,23.697275,18.230373,6.855440,24.611029,18.864958,23.592218
USF2,58.842518,48.641331,48.820164,52.748028,56.256176,48.794220
GUK1,37.150387,31.191261,13.504142,35.687969,40.060642,29.221849
MXD1,3.826288,3.348322,2.968099,6.224480,3.959804,4.533606
PPCS,0.418124,0.039631,0.009908,0.026033,0.197974,0.084510
TADA3,9.004402,10.199050,8.035288,7.998121,8.378464,7.547200
FAM204A,75.188408,61.402252,57.671082,51.426933,56.529446,56.734901
SNRNP70,6.244507,7.230002,4.727535,4.721781,4.844682,7.806353
GABPB1,2.216373,2.878343,3.469311,3.280668,3.144701,3.467058
PHF11,3.951862,4.258364,1.717726,3.209510,3.074790,3.582227
HLA-F,45.838291,36.297382,29.583054,27.342583,24.251307,31.637466
EMC7,6.816644,4.231262,1.860723,4.421906,3.628973,5.456091
COX17,122.891495,113.373512,73.207855,162.233368,213.292542,165.619186
ANKRD49,15.479181,12.120720,3.929701,10.756972,14.506059,11.833063
SRSF1,32.054451,16.397848,5.182987,15.853769,10.027976,14.781168
TMSB4X,6.025831,1.317827,0.571704,2.350863,3.187636,0.745529
PABPC1,8.417965,10.979827,13.669074,9.949096,7.787662,9.875430
F8A1,6.467379,4.945377,4.730520,3.555520,4.438102,6.460401
ATP5E,419.824219,265.162537,166.654358,208.345932,200.390869,192.058136
TIAL1,1339.133789,822.781372,362.046295,792.268555,908.331787,729.064880
PTBP1,1.935867,2.394304,2.007012,2.242183,2.510513,2.929006
TMEM248,1.818527,1.658321,1.810280,2.192698,1.567635,2.028371
DPY30,0.000000,0.000000,0.000000,0.019055,0.000000,0.000000
TES,54.054428,49.668907,39.396229,47.883251,42.815434,49.567844
FRG1,9.948151,9.711091,6.301829,9.954035,10.435134,8.326254
FAM129A,1.225900,1.649527,4.122640,2.085951,1.557570,1.962716
DNTTIP2,0.050690,0.071789,0.040761,0.069625,0.228266,0.043001
NLRC5,30.769156,23.709087,8.232089,16.403027,16.955969,19.262894
SRSF5,64.982620,52.664059,21.163439,52.047157,56.061089,50.969887
44446,1.648359,1.714427,1.755923,1.296527,1.276355,0.979770
FDFT1,0.335032,0.253437,0.329021,0.297093,0.179536,0.217762
C19orf66,0.881316,0.721712,0.454359,0.490946,0.662436,0.638637
44441,34.313404,26.886086,21.554123,29.779200,25.247972,26.233692
ANKRD12,9.666742,11.923434,10.189648,12.634451,9.695289,13.483647
ZBTB8OS,9.436935,9.969145,2.996902,9.266547,7.622566,8.307710
PDE7A,0.017000,0.016566,0.027889,0.021286,0.050190,0.043145
UBE2J2,11.702493,17.579470,12.463726,16.415518,14.352640,14.295746
ADSS,12.662222,13.963451,18.240093,25.459715,21.435976,12.580915
VNN2,10.442017,10.202764,7.005206,11.291334,11.622527,9.164411
PRPF6,24.662922,21.250147,13.812633,21.254372,23.094046,20.936943
PRDM1,3.586046,3.155038,3.500625,4.127651,2.947898,4.676574
GLUL,1.225336,1.405643,2.007601,2.011900,1.662460,1.237220
FCGR2A,1.975267,1.673894,1.386140,1.399818,0.983215,1.294684
CEBPD,13.824418,10.373099,5.296052,9.931213,11.912199,9.264004
NFATC3,111.035973,78.562088,68.832764,62.507618,62.334244,89.677689
ZCCHC11,12.609556,13.195825,8.200437,14.545438,15.224125,14.165603
EMP3,11.718718,7.185999,2.655660,5.819591,5.190383,5.794765
FAM65B,6.646439,5.179019,5.103792,4.245212,3.593787,5.482572
TMEM154,3.852317,2.811091,1.346027,1.832429,2.203239,2.344219
SORL1,10.384675,10.268080,8.888634,7.826568,7.524953,8.925035
NCF2,4.903535,4.919970,4.322408,4.337191,4.595232,5.915440
GNAS,0.062696,0.068813,0.063854,0.189326,0.065779,0.042054
NCF1,3.691137,21.708836,14.422276,21.642727,21.523466,20.410118
AQP9,0.0,0.013426,0.000000,0.026943,0.025288,0.016129
ITGAL,42.408581,32.472050,13.738567,24.184626,27.019077,26.891077
CALM1,0.000000,0.000000,0.000000,0.020053,0.025906,0.000000
FCER1G,1.374381,1.266576,2.976234,2.950452,1.862859,1.108152
TALDO1,0.562678,0.945628,1.823414,0.864818,0.790840,1.060697
PTGS2,24.787683,14.916322,4.744105,14.445748,9.804738,8.958975
LTB,1.810557,1.966271,3.602221,1.859085,1.608922,1.699421
CPPED1,71.092224,47.594967,21.118174,31.531435,36.602245,34.752281
MT-ND3,13.396795,12.574531,13.638455,12.426307,12.218643,14.302995
ACSL1,2.195917,1.263070,2.964567,2.173005,1.199779,0.706195
SPI1,787.061829,500.123016,242.119415,466.130554,537.291748,437.733185
YPEL3,541.600525,353.739258,191.640717,291.638397,155.604416,262.558136
LRRK2,342.329559,222.650818,189.669235,190.830215,249.675583,174.999802
SMCHD1,26.016687,22.416817,18.382336,21.700687,21.048449,23.045855
C5AR1,13.559792,15.305926,23.284170,14.735132,13.784378,17.399837
SEC14L1,9.440341,7.539624,7.143337,7.526027,6.036800,8.025850
TUBA1A,2.193907,1.702755,1.888114,2.604861,1.831819,2.198155
HMGB1,80.919891,58.959629,34.029160,53.763016,77.311958,65.482414
VMP1,24.215549,21.206858,15.894938,22.111647,23.536757,18.571299
LINC01272,6.177371,5.892592,5.243305,5.460073,4.525563,6.636755
GBP5,11.280690,14.310182,11.995231,13.323946,10.994403,13.875330
CYP4F3,0.287596,0.387954,0.259850,0.612244,0.390195,0.375935
BRI3,17.584145,17.522745,7.341311,14.616572,15.877343,15.274926
SELT,86.121254,57.246639,47.458481,53.078247,50.438259,78.941109
TAF10,25.443275,30.532784,24.239384,23.915588,22.579006,26.002499
CST7,0.652533,1.096380,0.440560,1.136801,0.642142,1.189490
MORF4L1,0.031550,0.010218,0.000000,0.029406,0.034946,0.068322
CYLD,0.544305,0.422167,0.337810,0.274154,0.455251,0.657530
FGL2,54.193913,47.608711,41.900085,63.246449,79.150864,56.111786
HBA2,8.113466,7.915184,8.638880,7.695851,6.490274,9.112959
METTL9,0.023702,0.000000,0.008910,0.073885,0.030611,0.019545
MIDN,0.326255,0.608517,0.128693,0.457526,0.514570,0.262200
FPR2,1.204739,1.909358,1.436449,1.666424,1.500298,1.416859
TSC22D4,2.706185,2.223149,0.153875,0.263800,0.780530,0.653397
ENY2,5.774637,6.142892,9.354514,7.681224,8.055856,6.920677
HCK,7.170611,7.430785,7.547420,8.248569,7.467687,5.625355
CYTIP,0.006430,0.003015,0.008673,0.004952,0.005397,0.080384
TNFAIP2,98.456482,70.379333,30.318392,74.973076,87.833168,67.388474
NUMB,0.225662,0.353751,0.066843,0.251386,0.141524,0.214417
SF3B6,17.838593,18.606152,6.871278,14.960784,12.993694,16.575388
GMFG,13.884109,12.336946,8.004974,11.195983,11.204866,11.564598
MME,5.716758,6.266350,2.318814,3.260736,3.072644,4.234757
SNX10,0.756097,1.992931,3.026367,1.822813,1.578900,1.981263
MYO1F,35.545200,30.303543,15.298381,17.382446,20.202305,20.264063
POMP,0.023310,0.033256,0.040258,0.024158,0.000000,0.000957
IQGAP1,0.698656,0.685110,0.929874,0.607577,0.597787,0.623482
ZFP36,1.860596,2.152884,1.857228,1.937781,1.853884,1.866372
SMAP2,0.526908,0.564890,0.397541,0.440065,0.481156,0.440855
UBE2D1,36.224072,26.213150,18.535986,28.095209,28.333515,29.138618
COTL1,2.660173,1.695981,0.510697,1.367933,1.596255,1.462407
EIF4G2,8.633485,8.169963,6.138473,8.377108,6.829275,7.218009
CSK,0.243776,0.122244,0.000000,0.217564,0.203037,0.060520
VIM,7.367116,7.698219,9.937028,5.410906,5.331073,7.773106
MEGF9,0.471578,0.102733,0.084825,0.225960,0.118136,0.114366
EFHD2,0.120127,0.158319,0.203795,0.125860,0.106581,0.091840
PDCD10,5.812217,6.409414,8.236141,6.095282,4.789656,6.861708
LAMTOR5,6.407750,2.836420,0.714352,3.110155,2.955585,3.653815
ATP5I,0.575573,1.466481,1.787943,1.817733,2.015484,1.672138
BCL6,2.271798,3.469541,2.745072,8.054384,3.439991,4.304079
RGS18,0.535442,0.629869,0.828232,0.558430,0.073369,0.083266
HLA-B,3.973859,5.933033,8.461007,6.092875,5.267901,7.113822
ARPC2,19.084175,22.111702,12.549942,23.638971,22.611408,22.283993
ARPC3,9.755613,7.710359,3.658313,4.550410,4.992343,7.425985
TRIM22,5.966035,7.171946,7.296658,6.251359,4.142851,6.099792
LCP1,63.621513,43.683109,28.848610,44.177505,48.634640,37.513847
CREB5,12.648760,13.503325,8.931970,14.074638,12.814664,14.671186
TAP1,41.070568,35.325657,31.811409,42.267559,42.051796,35.615337
FFAR2,0.705282,0.436803,0.493579,0.287151,0.427139,0.657661
REEP5,6.983248,7.639958,10.766975,8.378592,7.704368,7.097182
RBM47,14.426967,12.303782,8.600583,11.041343,10.973387,10.715240
TPR,355.350311,236.272415,158.564835,218.436584,257.802460,179.068604
PNRC1,0.027086,0.041113,0.081534,0.067746,0.005997,0.034225
ATP6V1G1,18.329575,21.545519,14.656049,17.542599,21.609936,24.211931
BIN2,0.185532,0.462037,0.734902,0.468867,0.269248,0.415843
RAC1,11.183469,12.169580,9.292113,12.016325,9.733294,11.963751
ARID4B,0.184426,0.212249,0.080304,0.342352,0.058156,0.153568
TGFB1,8.304857,7.326797,6.807293,6.666330,5.586678,7.611257
IQGAP2,5.760509,3.743283,2.414340,3.308712,3.403486,3.979811
RAB31,4.552763,5.402358,2.861317,3.930082,3.875554,4.983272
MBNL1,6.465964,8.021054,2.256483,3.391484,2.777234,5.264595
CD53,23.408882,22.279802,16.768362,24.909687,20.361183,23.375872
PLXNC1,12.198764,12.368271,7.439827,11.954127,13.640536,12.850557
P2RY13,88.221001,130.534653,83.790901,159.510590,139.935364,148.353973
RAB8A,4.289203,6.702024,5.944653,5.091048,4.400908,5.827868
RP11-467L13.7,17.356342,15.843181,6.235591,12.335937,12.854305,11.674374
FYB,16.073072,10.924440,3.232813,7.556448,7.867646,8.701717
IER2,1.446148,1.486420,1.111218,2.295537,2.157624,2.477884
HSPA6,39.887188,36.554882,10.941581,28.830933,24.018774,31.646290
IFI6,22.549194,32.609612,24.657829,34.669140,33.125721,34.211761
ADRBK1,24.494596,31.305574,21.447933,29.709085,33.960526,26.644917
SF3B1,0.714931,0.771705,0.602262,0.509489,0.658471,0.652654
OGFRL1,2.239309,1.862998,1.838012,1.788709,1.598252,0.764114
FRAT2,0.040664,0.061377,0.024382,0.052263,0.050525,0.009762
PYGL,6.838716,6.119390,3.212568,6.974298,6.306679,5.555192
STX3,4.769815,9.017333,12.250560,9.493795,6.923323,8.548933
SLC2A3,6.294785,7.402781,4.866598,6.111874,5.305847,6.457012
SLC11A1,19.893677,19.983624,31.932253,20.055801,18.813293,21.968081
AKNA,9.210574,10.722719,6.906307,10.462979,10.600611,9.060088
ARPC5,7.721430,5.207976,3.064237,4.074678,3.396829,3.377460
LYST,2.483371,2.118293,1.080937,6.934607,1.822675,2.087293
ACTN1,0.149097,0.104317,0.116002,0.061155,0.075969,0.054038
SEC62,19.727486,18.411144,7.318219,10.262629,10.622218,13.342767
CXCR1,17.274679,13.977661,5.100636,16.756121,16.475845,14.911207
ELF1,86.924492,67.823143,18.528481,76.942253,91.466202,67.351830
ARF5,7.545705,7.145803,5.824571,6.955147,5.772538,7.142202
TNRC6B,2.443240,2.918149,3.151661,2.038631,1.421379,3.265301
CDC123,27.337128,23.088268,17.289228,15.059489,15.140438,38.452564
S100P,5.663515,8.236071,8.286411,8.586734,6.584495,8.501183
RAB11A,11.641436,10.106611,9.725892,10.010947,9.608241,8.888229
MMP25,0.466418,0.207061,0.006943,0.101999,0.000000,0.102252
DBNL,1.511795,1.546258,0.439232,1.039418,1.739346,0.954683
HERPUD1,2.388475,2.765414,2.493031,3.101801,2.799720,2.962268
