"B2_TKR180900710_HT3YJCCXY_L6_sc1" "B2_TKR180900710_HT3YJCCXY_L6_sc2" "B2_TKR180900710_HT3YJCCXY_L6_sc3" "B2_TKR180900710_HT3YJCCXY_L6_sc4" "B2_TKR180900710_HT3YJCCXY_L6_sc5" "B2_TKR180900710_HT3YJCCXY_L6_sc6" "B2_TKR180900710_HT3YJCCXY_L6_sc7" "B2_TKR180900710_HT3YJCCXY_L6_sc8" "B2_TKR180900710_HT3YJCCXY_L6_sc55" "B2_TKR180900710_HT3YJCCXY_L6_sc56" "B2_TKR180900710_HT3YJCCXY_L6_sc57" "B2_TKR180900710_HT3YJCCXY_L6_sc58" "B2_TKR180900710_HT3YJCCXY_L6_sc59" "B2_TKR180900710_HT3YJCCXY_L6_sc60" "B2_TKR180900710_HT3YJCCXY_L6_sc61" "B2_TKR180900710_HT3YJCCXY_L6_sc62" "B2_TKR180900710_HT3YJCCXY_L6_sc63" "B2_TKR180900710_HT3YJCCXY_L6_sc64" "B2_TKR180900710_HT3YJCCXY_L6_sc65" "B2_TKR180900710_HT3YJCCXY_L6_sc66" "B2_TKR180900710_HT3YJCCXY_L6_sc67" "B2_TKR180900710_HT3YJCCXY_L6_sc68" "B2_TKR180900710_HT3YJCCXY_L6_sc69" "B2_TKR180900710_HT3YJCCXY_L6_sc70" "B2_TKR180900710_HT3YJCCXY_L6_sc71" "B2_TKR180900710_HT3YJCCXY_L6_sc72" "B2_TKR180900710_HT3YJCCXY_L6_sc74" "B2_TKR180900710_HT3YJCCXY_L6_sc75" "B2_TKR180900710_HT3YJCCXY_L6_sc76" "B2_TKR180900710_HT3YJCCXY_L6_sc77" "B2_TKR180900710_HT3YJCCXY_L6_sc78" "B2_TKR180900710_HT3YJCCXY_L6_sc79" "B2_TKR180900710_HT3YJCCXY_L6_sc80" "B2_TKR180900710_HT3YJCCXY_L6_sc81" "B2_TKR180900710_HT3YJCCXY_L6_sc82" "B2_TKR180900710_HT3YJCCXY_L6_sc83" "B2_TKR180900710_HT3YJCCXY_L6_sc84" "B2_TKR180900710_HT3YJCCXY_L6_sc85" "B2_TKR180900710_HT3YJCCXY_L6_sc86" "B2_TKR180900710_HT3YJCCXY_L6_sc88" "B2_TKR180900710_HT3YJCCXY_L6_sc89" "B2_TKR180900710_HT3YJCCXY_L6_sc90" "B2_TKR180900710_HT3YJCCXY_L6_sc91" "B2_TKR180900710_HT3YJCCXY_L6_sc92" "B2_TKR180900710_HT3YJCCXY_L6_sc93" "B2_TKR180900710_HT3YJCCXY_L6_sc94" "FL4_TKR180900708_HT3YJCCXY_L6_sc1" "FL4_TKR180900708_HT3YJCCXY_L6_sc2" "FL4_TKR180900708_HT3YJCCXY_L6_sc3" "FL4_TKR180900708_HT3YJCCXY_L6_sc4" "FL4_TKR180900708_HT3YJCCXY_L6_sc6" "FL4_TKR180900708_HT3YJCCXY_L6_sc7" "FL4_TKR180900708_HT3YJCCXY_L6_sc8" "FL4_TKR180900708_HT3YJCCXY_L6_sc55" "FL4_TKR180900708_HT3YJCCXY_L6_sc56" "FL4_TKR180900708_HT3YJCCXY_L6_sc57" "FL4_TKR180900708_HT3YJCCXY_L6_sc58" "FL4_TKR180900708_HT3YJCCXY_L6_sc59" "FL4_TKR180900708_HT3YJCCXY_L6_sc60" "FL4_TKR180900708_HT3YJCCXY_L6_sc61" "FL4_TKR180900708_HT3YJCCXY_L6_sc62" "FL4_TKR180900708_HT3YJCCXY_L6_sc63" "FL4_TKR180900708_HT3YJCCXY_L6_sc64" "FL4_TKR180900708_HT3YJCCXY_L6_sc65" "FL4_TKR180900708_HT3YJCCXY_L6_sc66" "FL4_TKR180900708_HT3YJCCXY_L6_sc67" "FL4_TKR180900708_HT3YJCCXY_L6_sc68" "FL4_TKR180900708_HT3YJCCXY_L6_sc69" "FL4_TKR180900708_HT3YJCCXY_L6_sc70" "FL4_TKR180900708_HT3YJCCXY_L6_sc71" "FL4_TKR180900708_HT3YJCCXY_L6_sc72" "FL4_TKR180900708_HT3YJCCXY_L6_sc74" "FL4_TKR180900708_HT3YJCCXY_L6_sc75" "FL4_TKR180900708_HT3YJCCXY_L6_sc76" "FL4_TKR180900708_HT3YJCCXY_L6_sc77" "FL4_TKR180900708_HT3YJCCXY_L6_sc78" "FL4_TKR180900708_HT3YJCCXY_L6_sc79" "FL4_TKR180900708_HT3YJCCXY_L6_sc80" "FL4_TKR180900708_HT3YJCCXY_L6_sc81" "FL4_TKR180900708_HT3YJCCXY_L6_sc82" "FL4_TKR180900708_HT3YJCCXY_L6_sc83" "FL4_TKR180900708_HT3YJCCXY_L6_sc84" "FL4_TKR180900708_HT3YJCCXY_L6_sc85" "FL4_TKR180900708_HT3YJCCXY_L6_sc86" "FL4_TKR180900708_HT3YJCCXY_L6_sc87" "FL4_TKR180900708_HT3YJCCXY_L6_sc88" "FL4_TKR180900708_HT3YJCCXY_L6_sc89" "FL4_TKR180900708_HT3YJCCXY_L6_sc90" "FL4_TKR180900708_HT3YJCCXY_L6_sc91" "FL4_TKR180900708_HT3YJCCXY_L6_sc93" "FL4_TKR180900708_HT3YJCCXY_L6_sc94" "H2_TKR180900698_HT3YJCCXY_L5_sc2" "H2_TKR180900698_HT3YJCCXY_L5_sc3" "H2_TKR180900698_HT3YJCCXY_L5_sc5" "H2_TKR180900698_HT3YJCCXY_L5_sc6" "H2_TKR180900698_HT3YJCCXY_L5_sc56" "H2_TKR180900698_HT3YJCCXY_L5_sc57" "H2_TKR180900698_HT3YJCCXY_L5_sc58" "H2_TKR180900698_HT3YJCCXY_L5_sc60" "H2_TKR180900698_HT3YJCCXY_L5_sc62" "H2_TKR180900698_HT3YJCCXY_L5_sc66" "H2_TKR180900698_HT3YJCCXY_L5_sc68" "H2_TKR180900698_HT3YJCCXY_L5_sc69" "H2_TKR180900698_HT3YJCCXY_L5_sc70" "H2_TKR180900698_HT3YJCCXY_L5_sc72" "H2_TKR180900698_HT3YJCCXY_L5_sc73" "H2_TKR180900698_HT3YJCCXY_L5_sc77" "H2_TKR180900698_HT3YJCCXY_L5_sc85" "H2_TKR180900698_HT3YJCCXY_L5_sc87" "H2_TKR180900698_HT3YJCCXY_L5_sc88" "H2_TKR180900698_HT3YJCCXY_L5_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc1" "FL3_TKR180900711_HT3YJCCXY_L6_sc2" "FL3_TKR180900711_HT3YJCCXY_L6_sc3" "FL3_TKR180900711_HT3YJCCXY_L6_sc4" "FL3_TKR180900711_HT3YJCCXY_L6_sc5" "FL3_TKR180900711_HT3YJCCXY_L6_sc6" "FL3_TKR180900711_HT3YJCCXY_L6_sc7" "FL3_TKR180900711_HT3YJCCXY_L6_sc8" "FL3_TKR180900711_HT3YJCCXY_L6_sc55" "FL3_TKR180900711_HT3YJCCXY_L6_sc56" "FL3_TKR180900711_HT3YJCCXY_L6_sc57" "FL3_TKR180900711_HT3YJCCXY_L6_sc58" "FL3_TKR180900711_HT3YJCCXY_L6_sc59" "FL3_TKR180900711_HT3YJCCXY_L6_sc60" "FL3_TKR180900711_HT3YJCCXY_L6_sc61" "FL3_TKR180900711_HT3YJCCXY_L6_sc62" "FL3_TKR180900711_HT3YJCCXY_L6_sc63" "FL3_TKR180900711_HT3YJCCXY_L6_sc64" "FL3_TKR180900711_HT3YJCCXY_L6_sc65" "FL3_TKR180900711_HT3YJCCXY_L6_sc66" "FL3_TKR180900711_HT3YJCCXY_L6_sc67" "FL3_TKR180900711_HT3YJCCXY_L6_sc68" "FL3_TKR180900711_HT3YJCCXY_L6_sc69" "FL3_TKR180900711_HT3YJCCXY_L6_sc70" "FL3_TKR180900711_HT3YJCCXY_L6_sc72" "FL3_TKR180900711_HT3YJCCXY_L6_sc73" "FL3_TKR180900711_HT3YJCCXY_L6_sc74" "FL3_TKR180900711_HT3YJCCXY_L6_sc75" "FL3_TKR180900711_HT3YJCCXY_L6_sc76" "FL3_TKR180900711_HT3YJCCXY_L6_sc77" "FL3_TKR180900711_HT3YJCCXY_L6_sc78" "FL3_TKR180900711_HT3YJCCXY_L6_sc79" "FL3_TKR180900711_HT3YJCCXY_L6_sc80" "FL3_TKR180900711_HT3YJCCXY_L6_sc81" "FL3_TKR180900711_HT3YJCCXY_L6_sc82" "FL3_TKR180900711_HT3YJCCXY_L6_sc83" "FL3_TKR180900711_HT3YJCCXY_L6_sc84" "FL3_TKR180900711_HT3YJCCXY_L6_sc85" "FL3_TKR180900711_HT3YJCCXY_L6_sc86" "FL3_TKR180900711_HT3YJCCXY_L6_sc87" "FL3_TKR180900711_HT3YJCCXY_L6_sc88" "FL3_TKR180900711_HT3YJCCXY_L6_sc89" "FL3_TKR180900711_HT3YJCCXY_L6_sc90" "FL3_TKR180900711_HT3YJCCXY_L6_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc92" "FL3_TKR180900711_HT3YJCCXY_L6_sc93" "FL3_TKR180900711_HT3YJCCXY_L6_sc94"
"STOML1" 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 6 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 54 0 0
"STOML2" 322 155 173 313 0 64 32 20 168 29 195 230 104 131 294 168 323 52 33 112 54 504 141 8 420 37 320 47 6 8 23 34 395 105 5 284 244 6 600 29 3 23 0 147 48 409 50 68 14 41 19 44 7 25 11 13 36 29 3 8 101 170 50 3 17 49 82 0 22 237 79 306 20 8 241 72 72 305 18 12 1 123 8 6 39 2 206 79 58 3 6 30 1 0 0 7 18 202 96 7 5 129 40 35 9 20 237 6 50 11 16 22 17 50 101 7 36 9 0 6 46 1 30 0 67 1 1 19 83 8 3 4 91 21 30 0 4 2 6 10 22 32 38 108 12 0 244 114 13 71 39 5 206 51 137 45 27 84
"STOML3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STON1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STON1-GTF2A1L" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STON2" 0 31 44 121 0 0 50 3 50 14 42 0 19 33 113 20 150 70 151 0 10 51 19 0 0 9 0 0 3 51 1 2 53 37 7 0 89 1 51 1 0 0 0 0 0 108 4 25 1 1 0 4 0 0 0 1 1 0 1 7 1 27 1 0 1 0 0 0 4 2 0 0 0 1 0 0 113 181 9 8 0 29 0 0 2 1 43 0 0 0 1 8 2 0 1 0 0 47 1 0 0 26 4 0 50 14 64 1 26 0 0 0 0 1 0 0 6 1 0 13 3 0 0 5 1 0 1 15 24 0 0 3 0 28 2 0 0 0 0 1 1 2 8 1 0 0 148 0 0 1 4 0 12 0 0 0 0 36
"STOX1" 1 0 0 0 0 0 0 0 0 0 0 4 11 0 0 0 0 0 0 0 0 19 0 0 0 2 7 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"STOX2" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STPG1" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 1 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STPG2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STPG2-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STRA13" 265 106 17 232 12 0 1 5 1 1 45 44 0 47 101 47 115 19 22 72 79 64 78 23 94 12 22 8 6 2 0 2 118 58 9 63 52 10 160 0 3 40 0 1 24 136 45 212 1 35 13 21 1 2 0 19 12 33 4 24 79 66 29 9 0 31 2 0 8 98 89 11 21 4 344 8 27 99 8 1 0 105 1 0 6 5 128 103 76 0 4 16 1 0 5 0 0 14 78 9 2 105 7 65 2 11 97 0 27 3 15 2 1 19 1 9 38 1 6 9 9 1 2 0 2 1 0 49 79 2 47 2 1 17 3 0 0 3 3 3 1 53 2 35 4 1 345 1 0 51 41 8 339 2 110 2 8 65
"STRA6" 0 112 0 0 0 0 0 1 0 0 17 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 1 3 2 2 0 0 0 0 0 0 2 2 1 1 1 0 0 1 44 1 0 0 1 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"STRA8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STRADA" 78 15 15 29 1 0 0 0 25 4 18 27 15 1 0 1 7 0 0 17 13 34 9 19 0 26 0 1 1 2 0 0 15 6 0 25 29 1 0 0 1 1 0 0 3 0 48 3 14 1 0 0 1 14 10 0 0 7 5 8 3 7 3 0 0 0 4 0 0 0 33 29 1 0 3 8 1 20 9 0 1 0 1 0 0 5 1 19 16 0 2 11 0 0 11 0 2 5 49 23 0 1 0 0 7 0 36 1 16 1 0 0 6 0 1 0 1 51 0 0 0 0 40 0 0 19 0 16 1 0 0 3 3 0 34 28 0 1 0 3 0 0 1 36 9 0 4 2 2 1 4 0 22 8 15 28 4 3
"STRADB" 13 36 27 0 0 1 21 2 0 3 26 14 14 0 0 0 9 1 0 20 6 1 1 0 32 24 0 0 0 0 0 0 33 11 0 0 0 0 0 0 0 0 0 24 0 199 1 1 14 1 4 0 0 1 0 5 1 7 0 0 34 37 0 0 0 2 0 0 0 0 30 0 0 1 0 0 1 0 0 0 0 19 1 0 0 0 23 1 17 0 1 18 1 0 0 0 3 1 1 0 0 12 0 8 0 4 28 0 8 0 0 0 1 26 0 0 0 4 0 3 0 0 2 0 0 0 0 0 32 0 2 0 0 7 0 8 0 0 7 1 0 4 0 1 0 7 67 0 1 0 0 0 14 80 4 0 2 0
"STRAP" 248 185 81 172 5 5 23 11 20 12 46 147 60 36 90 35 237 67 21 91 110 69 17 39 135 53 203 18 5 58 3 22 189 103 6 25 71 4 448 11 2 6 0 27 31 161 13 80 9 10 6 7 1 23 10 33 17 40 88 40 89 31 25 14 3 16 182 0 24 60 83 186 13 9 137 41 27 158 12 16 0 41 1 12 10 6 154 19 33 0 41 37 0 0 18 14 14 206 50 18 17 17 30 39 10 6 185 12 8 4 11 40 50 77 32 8 19 50 1 13 7 24 6 12 97 0 2 67 195 3 8 9 84 12 11 0 5 3 4 8 36 38 115 103 38 1 88 38 26 109 29 15 39 57 52 59 22 106
"STRBP" 17 0 19 71 0 8 0 0 1 0 15 68 16 0 41 23 3 2 16 3 46 15 0 17 1 74 2 1 0 37 0 0 6 1 0 4 8 2 8 0 0 1 0 29 1 0 32 1 38 89 2 0 0 0 3 7 4 12 0 0 40 0 13 7 1 0 4 2 8 1 13 43 0 1 0 31 34 0 6 1 0 37 3 0 2 5 1 20 24 5 39 1 2 1 8 1 4 52 33 0 17 13 0 19 0 0 71 2 6 0 12 2 1 2 56 0 0 0 0 0 0 4 29 0 2 0 0 10 17 15 4 11 82 3 7 12 1 0 0 2 67 0 29 1 1 0 5 55 1 3 1 8 0 0 15 0 0 45
"STRC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STRIP1" 6 14 21 47 0 0 7 0 0 0 0 9 6 0 2 0 21 1 0 15 0 6 10 0 0 0 24 5 1 11 0 0 0 3 4 0 8 0 81 0 0 0 0 0 0 0 0 1 13 4 2 5 0 0 0 0 0 0 0 30 0 38 1 2 0 18 2 0 9 57 4 23 0 3 0 1 20 126 0 2 0 0 0 0 0 0 1 0 1 0 0 16 10 2 1 5 0 2 3 2 1 1 3 0 1 2 15 1 0 0 0 17 0 17 0 0 5 0 0 1 1 0 23 2 15 0 2 1 1 0 0 5 0 0 16 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 1 13 0 0 0 0
"STRIP2" 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STRN" 29 1 1 85 1 11 0 1 28 0 4 2 0 28 24 0 30 1 1 0 14 48 3 0 24 13 1 5 0 0 0 4 0 3 0 1 7 1 0 5 1 0 0 0 4 0 8 1 20 26 0 0 0 0 1 0 8 6 0 2 0 28 14 0 0 1 3 0 23 0 0 66 1 4 2 0 0 73 10 0 0 17 0 1 0 0 39 0 6 0 61 0 1 0 7 0 3 0 1 1 26 0 1 13 11 2 0 1 2 1 0 2 0 1 1 0 5 0 0 5 0 0 0 7 0 0 1 7 2 0 3 8 6 5 0 17 0 0 0 2 0 0 5 0 3 0 0 0 0 0 5 0 0 0 0 0 1 50
"STRN3" 0 0 0 0 0 0 0 0 0 0 19 3 0 0 5 52 5 0 0 6 1 9 0 0 4 0 0 1 1 0 0 0 0 12 1 0 8 2 0 0 0 0 0 0 2 0 39 3 4 1 4 0 0 0 0 1 0 4 5 0 19 1 0 1 1 0 0 0 2 1 0 1 5 2 0 0 23 0 0 8 0 26 0 0 0 1 33 0 3 2 0 0 0 3 0 2 2 27 2 1 0 0 1 6 77 7 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 8 2 0 0 0 0 0 0 0 0 1 11 0 0 1 0 0 17 1 0 8 0 1 0 0 0 0 0 0 6 0 0 0 0 1 0 0
"STRN4" 20 30 12 2 0 0 0 6 2 0 1 1 3 14 37 1 26 36 2 40 48 0 19 1 1 1 0 2 2 2 0 1 46 12 12 102 0 2 33 0 1 3 33 0 0 16 0 7 6 5 0 2 0 1 1 1 21 3 1 0 2 14 1 1 0 0 10 0 28 39 0 67 0 0 1 0 9 43 0 0 0 0 1 0 8 8 23 4 10 0 0 0 0 0 0 13 0 0 3 0 2 0 0 0 12 0 74 0 12 0 0 0 0 44 0 0 0 0 0 0 5 0 0 9 0 0 0 2 0 0 0 29 2 0 7 0 0 0 0 2 0 11 1 37 19 0 24 36 0 0 5 0 1 0 0 0 0 0
"STS" 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 4 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STT3A" 51 56 13 17 1 0 0 4 7 0 0 54 12 5 17 0 46 0 0 13 35 0 8 0 57 26 0 3 2 1 0 10 53 25 20 9 46 0 0 2 1 0 0 27 3 75 23 16 1 1 1 3 0 8 1 10 19 4 8 11 28 13 1 0 0 0 46 0 6 37 11 1 0 1 59 5 9 46 2 4 1 2 0 0 0 0 27 4 0 0 0 35 0 9 1 1 8 6 18 0 0 24 2 16 1 5 24 2 1 0 0 1 0 12 2 5 0 0 19 0 8 6 0 7 1 3 1 3 32 0 8 11 95 1 1 1 0 0 3 9 2 3 46 14 0 0 16 7 2 0 2 0 33 0 11 0 0 18
"STT3B" 17 54 6 82 3 25 6 10 0 5 11 66 12 62 39 0 67 32 4 30 31 20 15 0 60 56 51 5 0 0 6 4 40 7 20 33 2 4 6 3 0 0 0 28 0 64 11 18 1 38 1 9 3 0 0 23 2 7 29 0 36 71 1 1 0 2 1 1 1 0 0 68 10 4 51 0 0 3 11 4 9 7 8 109 8 2 82 29 3 1 24 40 0 0 2 0 1 87 54 9 8 24 3 30 11 8 41 7 45 5 0 34 15 22 3 0 2 2 0 6 7 1 2 5 29 1 1 15 17 1 8 4 130 6 41 6 0 113 1 10 8 8 35 38 7 0 7 1 2 145 10 2 64 34 5 67 1 1
"STUB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 30 0 0 0 0 0
"STX10" 71 63 46 6 0 10 13 1 1 3 3 22 25 1 0 1 2 2 0 5 47 17 0 1 62 19 33 1 4 5 0 4 53 19 0 25 6 4 37 0 17 22 0 0 0 18 2 60 0 1 3 0 0 10 0 1 0 3 0 0 0 1 13 4 1 43 0 0 0 2 1 83 0 2 53 0 9 48 0 0 0 51 0 0 5 0 29 5 1 1 0 21 3 0 1 0 3 110 12 1 0 0 0 22 1 1 22 2 11 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 1 1 5 1 16 0 0 0 1 1 6 1 0 9 0 39 0 0 0 0 2 1 0 0 0 0 0
