	OTUID	BS	P	LE	RS	RE	SE	VE
1227	OTU_825	1	1	1	1	1	1	1
1228	OTU_8255	1	1	1	1	1	1	1
1229	OTU_827	1	1	1	1	1	1	1
1230	OTU_8284	1	1	1	1	1	1	1
1231	OTU_83	1	1	1	1	1	1	1
1232	OTU_830	1	1	1	1	1	1	1
1233	OTU_8312	1	1	1	1	1	1	1
1234	OTU_8327	1	1	1	1	1	1	1
1235	OTU_833	1	1	1	1	1	1	1
1236	OTU_834	1	1	1	1	1	1	1
1237	OTU_8351	1	1	1	1	1	1	1
1238	OTU_8397	1	1	1	1	1	1	1
1239	OTU_84	1	1	1	1	1	1	1
1240	OTU_840	1	1	1	1	1	1	1
1241	OTU_8416	1	1	1	1	1	1	1
1242	OTU_8424	1	1	1	1	1	1	1
1243	OTU_8451	1	1	1	1	1	1	1
1244	OTU_8479	1	1	1	1	1	1	1
1245	OTU_8483	1	1	1	1	1	1	1
1246	OTU_849	1	1	1	1	1	1	1
1247	OTU_85	1	1	1	1	1	1	1
1248	OTU_853	1	1	1	1	1	1	1
1249	OTU_857	1	1	1	1	1	1	1
1250	OTU_8577	1	1	1	1	1	1	1
1251	OTU_8610	1	1	1	1	1	1	1
1252	OTU_8625	1	1	1	1	1	1	1
1253	OTU_864	1	1	1	1	1	1	1
1254	OTU_8641	1	1	1	1	1	1	1
1255	OTU_865	1	1	1	1	1	1	1
1256	OTU_868	1	1	1	1	1	1	1
1257	OTU_869	1	1	1	1	1	1	1
1258	OTU_87	1	1	1	1	1	1	1
1259	OTU_872	1	1	1	1	1	1	1
1260	OTU_8746	1	1	1	1	1	1	1
1261	OTU_875	1	1	1	1	1	1	1
1262	OTU_8761	1	1	1	1	1	1	1
1263	OTU_8768	1	1	1	1	1	1	1
1264	OTU_8772	1	1	1	1	1	1	1
1265	OTU_8779	1	1	1	1	1	1	1
1266	OTU_8784	1	1	1	1	1	1	1
1267	OTU_879	1	1	1	1	1	1	1
1268	OTU_8792	1	1	1	1	1	1	1
1269	OTU_88	1	1	1	1	1	1	1
1270	OTU_8810	1	1	1	1	1	1	1
1271	OTU_8847	1	1	1	1	1	1	1
1272	OTU_89	1	1	1	1	1	1	1
1273	OTU_8904	1	1	1	1	1	1	1
1274	OTU_8908	1	1	1	1	1	1	1
1275	OTU_895	1	1	1	1	1	1	1
1276	OTU_896	1	1	1	1	1	1	1
1277	OTU_897	1	1	1	1	1	1	1
1278	OTU_898	1	1	1	1	1	1	1
1279	OTU_8984	1	1	1	1	1	1	1
1280	OTU_8994	1	1	1	1	1	1	1
1281	OTU_9	1	1	1	1	1	1	1
1282	OTU_90	1	1	1	1	1	1	1
1283	OTU_9006	1	1	1	1	1	1	1
1284	OTU_9008	1	1	1	1	1	1	1
1285	OTU_901	1	1	1	1	1	1	1
1286	OTU_9020	1	1	1	1	1	1	1
1287	OTU_903	1	1	1	1	1	1	1
1288	OTU_907	1	1	1	1	1	1	1
1289	OTU_9094	1	1	1	1	1	1	1
1290	OTU_9097	1	1	1	1	1	1	1
1291	OTU_91	1	1	1	1	1	1	1
1292	OTU_9119	1	1	1	1	1	1	1
1293	OTU_9124	1	1	1	1	1	1	1
1294	OTU_914	1	1	1	1	1	1	1
1295	OTU_9152	1	1	1	1	1	1	1
1296	OTU_9157	1	1	1	1	1	1	1
1297	OTU_9166	1	1	1	1	1	1	1
1298	OTU_919	1	1	1	1	1	1	1
1299	OTU_9190	1	1	1	1	1	1	1
1300	OTU_92	1	1	1	1	1	1	1
1301	OTU_9202	1	1	1	1	1	1	1
1302	OTU_922	1	1	1	1	1	1	1
1303	OTU_9225	1	1	1	1	1	1	1
1304	OTU_9227	1	1	1	1	1	1	1
1305	OTU_923	1	1	1	1	1	1	1
1306	OTU_9236	1	1	1	1	1	1	1
1307	OTU_9237	1	1	1	1	1	1	1
1308	OTU_9239	1	1	1	1	1	1	1
1309	OTU_926	1	1	1	1	1	1	1
1310	OTU_927	1	1	1	1	1	1	1
1311	OTU_929	1	1	1	1	1	1	1
1312	OTU_93	1	1	1	1	1	1	1
1313	OTU_930	1	1	1	1	1	1	1
1314	OTU_931	1	1	1	1	1	1	1
1315	OTU_932	1	1	1	1	1	1	1
1316	OTU_936	1	1	1	1	1	1	1
1317	OTU_9367	1	1	1	1	1	1	1
1318	OTU_937	1	1	1	1	1	1	1
1319	OTU_939	1	1	1	1	1	1	1
1320	OTU_9396	1	1	1	1	1	1	1
1321	OTU_9397	1	1	1	1	1	1	1
1322	OTU_94	1	1	1	1	1	1	1
1323	OTU_940	1	1	1	1	1	1	1
1324	OTU_941	1	1	1	1	1	1	1
1325	OTU_9427	1	1	1	1	1	1	1
1326	OTU_9435	1	1	1	1	1	1	1
1327	OTU_9437	1	1	1	1	1	1	1
1328	OTU_95	1	1	1	1	1	1	1
1329	OTU_950	1	1	1	1	1	1	1
1330	OTU_9500	1	1	1	1	1	1	1
1331	OTU_952	1	1	1	1	1	1	1
1332	OTU_953	1	1	1	1	1	1	1
1333	OTU_955	1	1	1	1	1	1	1
1334	OTU_956	1	1	1	1	1	1	1
1335	OTU_957	1	1	1	1	1	1	1
1336	OTU_958	1	1	1	1	1	1	1
1337	OTU_96	1	1	1	1	1	1	1
1338	OTU_962	1	1	1	1	1	1	1
1339	OTU_963	1	1	1	1	1	1	1
1340	OTU_9658	1	1	1	1	1	1	1
1341	OTU_9659	1	1	1	1	1	1	1
1342	OTU_9679	1	1	1	1	1	1	1
1343	OTU_9688	1	1	1	1	1	1	1
1344	OTU_969	1	1	1	1	1	1	1
1345	OTU_97	1	1	1	1	1	1	1
1346	OTU_970	1	1	1	1	1	1	1
1347	OTU_9717	1	1	1	1	1	1	1
1348	OTU_974	1	1	1	1	1	1	1
1349	OTU_9765	1	1	1	1	1	1	1
1350	OTU_977	1	1	1	1	1	1	1
1351	OTU_98	1	1	1	1	1	1	1
1352	OTU_980	1	1	1	1	1	1	1
1353	OTU_982	1	1	1	1	1	1	1
1354	OTU_983	1	1	1	1	1	1	1
1355	OTU_9854	1	1	1	1	1	1	1
1356	OTU_986	1	1	1	1	1	1	1
1357	OTU_9862	1	1	1	1	1	1	1
1358	OTU_99	1	1	1	1	1	1	1
1359	OTU_991	1	1	1	1	1	1	1
1360	OTU_9921	1	1	1	1	1	1	1
1361	OTU_9951	1	1	1	1	1	1	1
1362	OTU_9963	1	1	1	1	1	1	1
1363	OTU_9968	1	1	1	1	1	1	1
1364	OTU_9998	1	1	1	1	1	1	1
