measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Male,55-59 years,Liver cancer,Behavioral risks,Rate,2019,341.981272,418.1154876,271.4837421
DALYs (Disability-Adjusted Life Years),Global,Female,55-59 years,Liver cancer,Behavioral risks,Rate,2019,78.60484594,95.37460886,61.45901021
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Tobacco,Number,2019,317546.9593,457630.3793,166775.3471
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Tobacco,Number,2019,25773.74295,39572.09407,11840.25382
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Tobacco,Percent,2019,0.257237342,0.363822645,0.134095455
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Tobacco,Percent,2019,0.058087163,0.091573687,0.02748059
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Tobacco,Rate,2019,208.7000654,300.766508,109.6090667
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Tobacco,Rate,2019,16.07035287,24.67385187,7.382593104
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Smoking,Number,2019,317546.9593,457630.3793,166775.3471
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Smoking,Number,2019,25773.74295,39572.09407,11840.25382
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Smoking,Percent,2019,0.257237342,0.363822645,0.134095455
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Smoking,Percent,2019,0.058087163,0.091573687,0.02748059
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Smoking,Rate,2019,208.7000654,300.766508,109.6090667
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Smoking,Rate,2019,16.07035287,24.67385187,7.382593104
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Alcohol use,Number,2019,303236.7548,387029.0259,226847.9764
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Alcohol use,Number,2019,65278.90605,92552.85315,43184.12537
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Alcohol use,Percent,2019,0.246095342,0.315006639,0.184246916
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Alcohol use,Percent,2019,0.146770076,0.203292915,0.100435103
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Alcohol use,Rate,2019,199.2950293,254.3654746,149.0903506
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Alcohol use,Rate,2019,40.70247218,57.70822703,26.92601282
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Drug use,Number,2019,159085.5158,216879.4412,116011.1934
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Drug use,Number,2019,101341.9823,135481.6431,70976.18385
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Drug use,Percent,2019,0.129019417,0.173079906,0.094118654
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Drug use,Percent,2019,0.228069714,0.299669589,0.160788918
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Drug use,Rate,2019,104.555111,142.5387718,76.24555343
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Drug use,Rate,2019,63.1883937,84.47503401,44.25481864
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Metabolic risks,Number,2019,203196.148,393031.2974,73664.14682
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Metabolic risks,Number,2019,56924.2732,114713.9365,13890.74257
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Metabolic risks,Percent,2019,0.164792519,0.318268103,0.059617373
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Metabolic risks,Percent,2019,0.128124132,0.253633395,0.032314603
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Metabolic risks,Rate,2019,133.545758,258.3103226,48.41398039
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Metabolic risks,Rate,2019,35.49322111,71.52602716,8.661106584
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High fasting plasma glucose,Number,2019,8620.050727,20952.53446,1778.885488
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High fasting plasma glucose,Number,2019,6250.235424,15277.74993,1129.644993
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.006997238,0.016633395,0.001455421
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.01405324,0.034396237,0.002480286
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High fasting plasma glucose,Rate,2019,5.665320035,13.77054695,1.1691295
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High fasting plasma glucose,Rate,2019,3.897124643,9.525928496,0.704352243
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High body-mass index,Number,2019,195276.9609,383953.696,66057.75492
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High body-mass index,Number,2019,51042.42222,108667.1331,9141.415583
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High body-mass index,Percent,2019,0.158364216,0.312975518,0.054553754
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High body-mass index,Percent,2019,0.11490029,0.238971319,0.020340688
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,High body-mass index,Rate,2019,128.3410636,252.3442884,43.41486312
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,High body-mass index,Rate,2019,31.82579023,67.75574578,5.699823051
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,All risk factors,Number,2019,750469.2996,890459.5623,611845.5802
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,All risk factors,Number,2019,213376.8156,261463.9555,168640.6197
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,All risk factors,Percent,2019,0.608467967,0.694750414,0.511121131
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,All risk factors,Percent,2019,0.480066523,0.570200355,0.393066058
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,All risk factors,Rate,2019,493.2278119,585.2330292,402.1207222
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,All risk factors,Rate,2019,133.0439559,163.027079,105.1502016
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Behavioral risks,Number,2019,664258.5942,789845.4607,540693.9095
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Behavioral risks,Number,2019,180338.8188,217752.9114,142586.9426
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Behavioral risks,Percent,2019,0.538595924,0.61972465,0.448092847
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Behavioral risks,Percent,2019,0.405743069,0.472699914,0.33110205
DALYs (Disability-Adjusted Life Years),Global,Male,60-64 years,Liver cancer,Behavioral risks,Rate,2019,436.5679091,519.1068423,355.358006
DALYs (Disability-Adjusted Life Years),Global,Female,60-64 years,Liver cancer,Behavioral risks,Rate,2019,112.4442213,135.7725237,88.90530519
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Tobacco,Percent,2019,0.063718189,0.099383197,0.031152688
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Tobacco,Rate,2019,238.1269922,340.2331127,130.9134762
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Tobacco,Rate,2019,22.25065914,34.20985037,10.68329194
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Smoking,Number,2019,294364.8251,420585.0826,161830.9716
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Smoking,Number,2019,30031.02505,46171.97483,14418.90804
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Smoking,Percent,2019,0.264599314,0.374447714,0.148890579
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Smoking,Percent,2019,0.063718189,0.099383197,0.031152688
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Smoking,Rate,2019,238.1269922,340.2331127,130.9134762
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Smoking,Rate,2019,22.25065914,34.20985037,10.68329194
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Alcohol use,Number,2019,300226.5025,385166.3594,230104.3116
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Alcohol use,Number,2019,75307.63886,106213.4675,52106.26341
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Alcohol use,Percent,2019,0.270199987,0.343009174,0.208867071
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Alcohol use,Percent,2019,0.159458608,0.221960279,0.114475509
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Alcohol use,Rate,2019,242.8688075,311.5810684,186.1433261
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Alcohol use,Rate,2019,55.79711648,78.6959372,38.60669771
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Drug use,Number,2019,151764.4546,192605.1598,117487.2444
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Drug use,Number,2019,107783.8839,144101.1158,75016.80942
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Drug use,Percent,2019,0.136485237,0.170924415,0.107438515
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Drug use,Percent,2019,0.228273896,0.296651847,0.160250128
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Drug use,Rate,2019,122.7701479,155.808315,95.04153262
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Drug use,Rate,2019,79.85949391,106.7677445,55.58163443
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Metabolic risks,Number,2019,171135.3011,329022.1483,62565.47204
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Metabolic risks,Number,2019,58019.04494,119026.9324,14645.71986
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Metabolic risks,Percent,2019,0.153996955,0.295338218,0.055518536
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Metabolic risks,Percent,2019,0.122782097,0.243153936,0.031202519
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Metabolic risks,Rate,2019,138.4402315,266.1631006,50.61245912
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Metabolic risks,Rate,2019,42.98760999,88.18972037,10.8513419
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High fasting plasma glucose,Number,2019,8827.919357,21314.92678,1801.572011
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High fasting plasma glucose,Number,2019,7342.731776,17229.30715,1380.063772
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.007953673,0.019541752,0.001602667
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.015546826,0.03708312,0.0029813
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High fasting plasma glucose,Rate,2019,7.141362368,17.24275107,1.457385148
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High fasting plasma glucose,Rate,2019,5.440394446,12.7655796,1.022520162
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High body-mass index,Number,2019,162899.7141,323664.7302,55401.30875
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High body-mass index,Number,2019,51050.81477,111022.3235,8780.01242
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High body-mass index,Percent,2019,0.146576939,0.290133748,0.049690799
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High body-mass index,Percent,2019,0.108028058,0.226619202,0.019074258
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,High body-mass index,Rate,2019,131.7780375,261.8292069,44.81699542
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,High body-mass index,Rate,2019,37.82469217,82.25892632,6.505307869
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,All risk factors,Number,2019,697837.1094,812754.704,587084.11
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,All risk factors,Number,2019,232148.0522,282895.3912,186601.6569
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,All risk factors,Percent,2019,0.627610038,0.711941792,0.537360754
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,All risk factors,Percent,2019,0.491601419,0.580004288,0.402964931
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,All risk factors,Rate,2019,564.5166738,657.4794832,474.9228216
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,All risk factors,Rate,2019,172.0036919,209.603532,138.2573473
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Behavioral risks,Number,2019,630231.1928,737794.8126,522549.8152
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Behavioral risks,Number,2019,199389.0104,243354.0445,159283.0811
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Behavioral risks,Percent,2019,0.566815076,0.643695217,0.480113286
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Behavioral risks,Percent,2019,0.422300087,0.497914034,0.347888544
DALYs (Disability-Adjusted Life Years),Global,Male,65-69 years,Liver cancer,Behavioral risks,Rate,2019,509.8267373,596.8405347,422.7176795
DALYs (Disability-Adjusted Life Years),Global,Female,65-69 years,Liver cancer,Behavioral risks,Rate,2019,147.731784,180.3064626,118.0164026
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Tobacco,Number,2019,213737.4799,306581.9487,120110.4346
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Tobacco,Number,2019,26895.09384,40799.75955,13724.92519
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Tobacco,Percent,2019,0.256750502,0.359752943,0.148592007
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Tobacco,Percent,2019,0.06572702,0.10005243,0.033915063
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Tobacco,Rate,2019,242.597788,347.978757,136.3285736
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Tobacco,Rate,2019,27.17129199,41.21875114,13.86587279
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Smoking,Number,2019,213737.4799,306581.9487,120110.4346
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Smoking,Number,2019,26895.09384,40799.75955,13724.92519
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Smoking,Percent,2019,0.256750502,0.359752943,0.148592007
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Smoking,Percent,2019,0.06572702,0.10005243,0.033915063
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Smoking,Rate,2019,242.597788,347.978757,136.3285736
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Smoking,Rate,2019,27.17129199,41.21875114,13.86587279
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Alcohol use,Number,2019,234937.0668,301268.5424,178319.8513
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Alcohol use,Number,2019,63580.18079,90608.02377,43548.92056
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Alcohol use,Percent,2019,0.282520943,0.366374757,0.217200103
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Alcohol use,Percent,2019,0.155130348,0.220414128,0.109695605
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Alcohol use,Rate,2019,266.6598892,341.947898,202.397827
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Alcohol use,Rate,2019,64.23311505,91.53851944,43.99614455
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Drug use,Number,2019,123823.3216,154874.9815,94901.75432
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Drug use,Number,2019,89688.72445,123842.9772,62448.36991
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Drug use,Percent,2019,0.148788897,0.184324187,0.116709031
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Drug use,Percent,2019,0.218795457,0.295435514,0.154882151
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Drug use,Rate,2019,140.5428002,175.7872692,107.7160434
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Drug use,Rate,2019,90.60977941,125.114778,63.08968108
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Metabolic risks,Number,2019,118857.7425,230189.9725,42556.78325
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Metabolic risks,Number,2019,47448.46546,96610.14776,12713.85949
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Metabolic risks,Percent,2019,0.142891487,0.278918993,0.052706264
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Metabolic risks,Percent,2019,0.115766221,0.230699429,0.032200385
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Metabolic risks,Rate,2019,134.9067343,261.2718095,48.30309351
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Metabolic risks,Rate,2019,47.93573568,97.60228202,12.84442399
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High fasting plasma glucose,Number,2019,7916.47844,19140.73386,1680.18813
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High fasting plasma glucose,Number,2019,7105.254794,16600.13128,1425.398055
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.009531167,0.02306996,0.001972459
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.017354228,0.040231138,0.003424847
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High fasting plasma glucose,Rate,2019,8.985415936,21.7252477,1.907058715
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High fasting plasma glucose,Rate,2019,7.178221939,16.7706057,1.440036126
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High body-mass index,Number,2019,111376.7525,225540.0215,37823.22347
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High body-mass index,Number,2019,40649.3097,89472.1739,7129.24389
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High body-mass index,Percent,2019,0.133884431,0.273972321,0.045268106
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High body-mass index,Percent,2019,0.099159178,0.210192072,0.01756408
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,High body-mass index,Rate,2019,126.4156094,255.9939901,42.93037586
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,High body-mass index,Rate,2019,41.06675625,90.391005,7.20245739
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,All risk factors,Number,2019,527711.6633,611889.0061,446758.0283
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,All risk factors,Number,2019,195739.7157,240347.8428,157057.3578
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,All risk factors,Percent,2019,0.634231307,0.717333856,0.546323258
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,All risk factors,Percent,2019,0.477593206,0.568139142,0.396376968
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,All risk factors,Rate,2019,598.9669302,694.5104781,507.0823772
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,All risk factors,Rate,2019,197.7498573,242.8160858,158.6702524
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Behavioral risks,Number,2019,482453.7767,567361.4541,406248.4183
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Behavioral risks,Number,2019,168460.5456,208578.5375,134511.9917
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Behavioral risks,Percent,2019,0.579838875,0.657524475,0.497958449
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Behavioral risks,Percent,2019,0.411046786,0.49124022,0.338875043
DALYs (Disability-Adjusted Life Years),Global,Male,70-74 years,Liver cancer,Behavioral risks,Rate,2019,547.5980117,643.970509,461.1028804
DALYs (Disability-Adjusted Life Years),Global,Female,70-74 years,Liver cancer,Behavioral risks,Rate,2019,170.1905448,210.7205269,135.8933576
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Tobacco,Number,2019,135944.5869,195394.6804,78358.96204
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Tobacco,Number,2019,22228.21254,33441.05599,11656.39518
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Tobacco,Percent,2019,0.250554655,0.353623485,0.147970833
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Tobacco,Percent,2019,0.071054946,0.106240492,0.037541551
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Tobacco,Rate,2019,237.6445545,341.5691851,136.979199
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Tobacco,Rate,2019,31.82336248,47.87640232,16.6880575
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Smoking,Number,2019,135944.5869,195394.6804,78358.96204
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Smoking,Number,2019,22228.21254,33441.05599,11656.39518
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Smoking,Percent,2019,0.250554655,0.353623485,0.147970833
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Smoking,Percent,2019,0.071054946,0.106240492,0.037541551
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Smoking,Rate,2019,237.6445545,341.5691851,136.979199
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Smoking,Rate,2019,31.82336248,47.87640232,16.6880575
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Alcohol use,Number,2019,143790.0482,177915.2912,112465.4703
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Alcohol use,Number,2019,41338.03482,55312.26779,29943.41121
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Alcohol use,Percent,2019,0.265218127,0.325059123,0.20770791
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Alcohol use,Percent,2019,0.131978901,0.172096927,0.096185951
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Alcohol use,Rate,2019,251.359195,311.0134876,196.6007415
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Alcohol use,Rate,2019,59.18223356,79.18865919,42.86894536
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Drug use,Number,2019,89185.37808,113058.0243,68430.03855
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Drug use,Number,2019,65348.90795,94085.48935,45752.06418
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Drug use,Percent,2019,0.164382129,0.205148334,0.126802882
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Drug use,Percent,2019,0.208583953,0.29067147,0.148459339
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Drug use,Rate,2019,155.9048427,197.6365842,119.6224608
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Drug use,Rate,2019,93.5577695,134.6989384,65.50164661
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Metabolic risks,Number,2019,72480.4545,142648.2881,26429.29428
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Metabolic risks,Number,2019,34670.74224,69914.31892,9329.520669
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Metabolic risks,Percent,2019,0.133664307,0.260437946,0.049328459
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Metabolic risks,Percent,2019,0.110665201,0.215287528,0.030335005
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Metabolic risks,Rate,2019,126.7029876,249.3632856,46.20101474
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Metabolic risks,Rate,2019,49.63690156,100.0939104,13.35675181
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High fasting plasma glucose,Number,2019,6218.937267,14646.51559,1283.586602
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High fasting plasma glucose,Number,2019,6054.132617,14146.6592,1160.530893
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.011473366,0.027450134,0.002411905
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.019335261,0.044528443,0.003590354
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High fasting plasma glucose,Rate,2019,10.8713161,25.60355473,2.24383606
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High fasting plasma glucose,Rate,2019,8.667492107,20.25328229,1.661491908
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High body-mass index,Number,2019,66545.32467,137878.7104,21353.91821
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High body-mass index,Number,2019,28836.18665,63206.89646,4863.707628
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High body-mass index,Percent,2019,0.122714618,0.253984401,0.039773704
